Actor, Number of Movies
Lisa Loven, 2
Vincent Nielson, 1
Robert Schuch, 1
Fernando Rey, 9
Clint Jordan, 2
Francesca Collins, 1
Jorja Fox, 2
Mac Butler, 1
Christopher Redman, 5
Jaleh Modjallal, 1
Noah Matthews, 1
Jacqueline Samuda, 1
Justin Humphrey, 1
Keith Carradine, 18
Michael Nelson Rockefeller, 1
Ewa Krzyzewska, 1
Erica Vittina Phillips, 2
Alison Brie, 1
Elisabeth Degen, 1
Nina Jaroslaw, 1
Dean James, 1
Jon Hendricks, 1
Michel Demierre, 1
Martin Drainville, 1
Denise Du Chene De Vere, 1
Mimi Kennedy, 4
Se-chang Maeng, 1
Monique Gabriela Curnen, 2
Matti Pellonpää, 3
Brent Thurston-Rogers, 1
Gary McCleery, 2
William White, 1
Guillemette Grobon, 1
Danny Hunter, 2
Jessica Jickels, 1
Robin Kohn, 1
Tony Lee, 2
Lawrence Grossmith, 1
Eliana Guttman, 1
Adrian Pasdar, 8
Ernestine Mazurowna, 1
Zac Efron, 8
Ian Galland, 2
Teddy Infuhr, 1
Martin Hancock, 5
Mickey Elley, 1
Alex Ivanovici, 2
Todd Susman, 3
Fine Time Fontayne, 1
Florina Rodov, 1
Jing Ning, 1
Ron Galbraith, 1
Florence Marly, 1
Ali Larter, 20
Fred Van Amburg, 1
Danny Lawrence, 1
Jason Pouliotte, 1
Iñaki Azcona, 1
Jim Babel, 1
Patrick Floersheim, 1
Kristin Booth, 2
Per Kjerstad, 2
Goro Daimon, 2
Botok, 1
Dan Bordeianu, 1
Monika Bujinski, 1
Jerry Ziesmer, 4
Annette Arnold, 1
Anthony Valentine, 3
Nils Ohlund, 1
Rajendra Gupta, 1
Vito D'Ambrosio, 4
Raquel Gardner, 4
Tomisaburô Wakayama, 3
Steve Plytas, 1
Mark Britten, 1
Moneca Delain, 1
Louise Mieritz, 1
Dwight Marfield, 1
Desmond Ballentine, 1
Enrique Muñoz, 1
Vincent Lyn, 1
Stephanie Faulkner, 3
Fred Dalton Thompson, 19
Roger Behrstock, 2
Roscoe Ates, 1
Aleksandr Pyatkov, 2
Claudia Togni, 1
Pat McNamara, 4
Suada Karisik, 1
Misty Haze, 1
Xoliswa Sithole, 1
Lynn Baggett, 3
Brian Donovan, 2
Richard Ruccolo, 5
Hidetoshi Kageyama, 3
Lizard Brown, 2
Vladimír Pucholt, 1
Heidi Hansen, 1
Hal Thompson, 1
William MacDonald, 3
John Dolan, 1
Louis Mustillo, 7
Henry Strozier, 3
Noreen Hennessey, 1
Aissa Harrath, 1
Pekka Huotari, 1
Libby Villari, 2
Carolina Iotti, 1
Jo Dest, 1
Alba Fleming Furlan, 2
John Ashton, 19
Glyn Grain, 1
Bob Sheridan, 1
Otto Grünmandl, 1
Maurice Barrier, 2
Jeremy Ratchford, 6
Cinque Glendy, 1
Guillermo Ríos, 4
Joey Green, 2
Sonny Landham, 8
Mary Birdsong, 1
Marco Hofschneider, 7
A.L. Camp, 1
Peggy Pope, 1
Carl Chase, 4
Haley Ramm, 2
Paolo Montalban, 1
Rick Gomez, 5
Zoe Kazan, 2
Peter Stormare, 38
Kate Nelligan, 16
Gaku Adachi, 1
Lisa Farringer, 2
Sally Stewart, 2
Yôko Tsukasa, 1
Otto Dietrich, 1
Allyce Beasley, 5
Coral Preston, 1
Jeremy Bulloch, 5
Francis Coffinet, 1
Tony Ray Rossi, 2
Roberta Orlandi, 1
Delia Salvi, 1
Victor Briestensky, 1
Gunnar Hansen, 1
Tonny Popper, 1
Joey Bilow, 1
Michael Percival, 3
Brian Anthony Wilson, 2
Don Ho, 2
Bootsy Collins, 1
An-an Hsu, 1
Roman Gabriel, 1
Wolfram Teufel, 3
Chase MacKenzie Bebak, 1
Seth Rogen, 10
Charles McLawhorn, 1
Louis Seeger Crume, 2
Arj Barker, 1
Medard Niang, 1
Mary Ann Zabresky, 1
David Tom, 2
Mark Malone, 1
Minor Rootes, 1
Brad Surosky, 1
Miroslav Táborský, 4
Christian Kane, 7
Will Walker, 1
Nenji Kobayashi, 1
Janice Renney, 1
Robert Brian Wilson, 1
Debra Feuer, 2
Bronson Dudley, 2
Tara Nicodemo, 1
Su-hyeon Kim, 4
David Bradford, 1
Raymond Ma, 2
Sandra Church, 1
John Maio, 1
John Thomson, 8
Sven-Ole Thorsen, 11
Graham Acres, 3
Hacina Bouhamadi, 1
Jérôme Tiberghien, 4
Stephany Sexton, 1
Leslie Berger, 1
Sara Gilbert, 7
Brian Rogalski, 1
Réal Andrews, 1
Mädchen Amick, 5
Edwin de Vries, 1
Frederick Piper, 1
Sid Haig, 16
Imogen Boorman, 2
Matti Jaaranen, 1
Anthony Phelan, 1
Joe Newman, 1
Lucille Ball, 1
Lawrence Hilton-Jacobs, 3
Eddie Conrad, 1
Jimmie Dundee, 2
Matt Gordon, 2
Casey Sander, 4
Mitch Carter, 3
Frank Rogala, 1
Ayda Field, 1
David Vaughan, 1
Dove Dellos, 1
Claude Rich, 4
Mark S. Cartier, 1
Chin-Cheng Lu, 1
Saleh Bakri, 1
Patricia Collins, 1
Alan Hale Jr., 7
Marc Colombani, 1
Anne-Laure Meury, 2
David Glasser, 2
Marina Langner, 1
Joshua Peace, 3
Mason Lucero, 2
Steven Duffy, 1
Colin Hay, 1
Ricky Tomlinson, 4
George Tobias, 6
William Joyce, 1
Clive Morton, 2
Ralph Brown, 17
John Alvin, 3
Maren Kroymann, 1
Tony Salome, 1
James Short, 1
Dorothy Tutin, 2
Susan Gordon, 1
Susumu Terajima, 6
Betty Bobbitt, 3
Lynne Marta, 4
Victoria Medlin, 2
Ashley Hall, 1
Tom Amandes, 4
Tsousie, 1
Sid James, 4
Mark Colleano, 1
Jacques Guhl, 1
Marlene Willoughby, 3
Joe D'Angerio, 8
Randall Godwin, 1
Richard Palmer, 1
Rikki Traynor, 1
Mohamad Rahmani, 1
Ricardo Darín, 3
Charlotte Salt, 1
Rob Diem, 2
Betsy Clark, 2
Amanda Wyss, 7
Gabriel Olds, 2
William Hall Jr., 2
Szymon Szurmiej, 1
Laurie Athey, 3
Sam Kydd, 1
Dallas Johann, 1
Mi-yeon Lee, 1
Tertius Meintjes, 2
Sam Oz Stone, 1
Paige O'Hara, 8
Beat Kiyoshi, 1
Urban Eldh, 1
Fusi Zazayokwe, 1
Willie Jonah, 2
Jackie Coyne, 1
John Gowans, 3
Vincent Cassel, 19
Franco Ressel, 1
Kenta Satoi, 1
Alice Poon, 2
Nancy Wible, 1
Patrick Durkin, 4
Giovani Cimmino, 2
Nico, 1
Mark Power, 1
Billy Ray Sharkey, 4
Joseph Cross, 9
Jeremy Collins, 1
Dominic Anciano, 1
Jeffrey Roth, 2
Jacques Grétillat, 1
Drew Pinsky, 2
Aleksey Barabash, 2
Chuck Patterson, 1
Kirstin Schwab, 1
Catherine Rethi, 1
Peter Dennis, 4
Desiree Casado, 2
Gladys Knight, 3
David Cann, 1
Brad Whitford, 1
Harold Manley, 1
Angela Curran, 3
Nelluccia Giammona, 1
Shaughan Seymour, 2
Nancy Francis, 1
Bernardine Dohrn, 1
Bobby Brown, 7
Peggy Connelly, 1
Aram Aslanian-Persico, 2
Michael Russo, 1
Hal Ozsan, 1
Marieta Severo, 1
Kate Doherty, 2
Yining Wang, 1
Brian Cummings, 11
Jammer, 1
Rip Torn, 51
Madeleine Potter, 5
Paul Soter, 4
Tomoyasu Hotei, 1
Steve Greenberg, 1
Brock Simpson, 2
Ugo Cardea, 2
Nell Campbell, 10
Leandro Firmino, 2
Charles McCaughan, 7
Emma Fenton, 1
Tammy Isbell, 1
John Rice, 1
Griffith Davies, 1
Marc Blucas, 15
Philece Sampler, 1
Karoline Mardeck, 1
Jeffrey Suarez, 1
Dub Taylor, 26
Silvia Lienas, 1
Daniel Faraldo, 4
Nikita Lespinasse, 1
Claudia Sherman, 1
Xiaorui Zhao, 1
Chris Fassbender, 1
Allen Go, 1
Stapleton Kent, 1
Ross Bleckner, 2
Bill Moher, 1
Michael Nyman, 1
Dennis Hof, 1
Juliana Hansen, 1
Brian H. Dierker, 2
Lee Brennan, 1
Simon Helberg, 4
Frank Zappa, 1
Ioana Abur, 1
Stafford, 1
Sally Crooks, 1
Natalie Strom, 2
Omar Sharif, 17
Patrick O'Connell, 1
Eli Fucile, 1
Rob Tyner, 1
Domhnall O'Donoghue, 1
Del Close, 9
Kaela Dobkin, 1
Wu Ngan, 2
Su Hyatt, 1
Sandy Martin, 5
Rebekah Hoyle, 1
Bertrand Bonvoisin, 1
Neil Hallett, 1
Bob Meusel, 1
Suk-yee Chan, 1
Avon Long, 1
Verónica Langer, 3
Brandi Andres, 1
Sasha Jenson, 5
Giorgio Dolfin, 1
Demetrius Butler, 1
Todd Griffitts, 1
David Kinzie, 1
Gregory Tyree Boyce, 2
Christo Brock, 1
Teiji Takahashi, 1
Josef Kolb, 1
Tom Hulce, 14
Arben Bajraktaraj, 2
Bobb Hopkins, 1
Matt Maiellaro, 1
Xolani Mali, 3
Katina Paxinou, 1
Carl A. McGee, 1
Sherman Augustus, 3
Tonya Gregory, 2
Dwight Ketchum, 3
Valerie M. Agnew, 1
Martin Hindy, 4
Sarah Steben, 1
Ethan Stiefel, 3
Pierre Vaneck, 5
Wynter Kullman, 1
Roger Ashton-Griffiths, 7
Pépette, 1
A. Russell Andrews, 7
Valery Tscheplanowa, 1
John Abbott, 4
Anthony Pitillo, 1
Sean Callinan, 1
Maureen O'Malley, 1
Michael Billington, 2
Benji Schulman, 1
Oliver Ackland, 2
Spike Lee, 14
Sean Cory, 3
Tadeusz Janczar, 1
Destinee DeWalt, 2
Judy Sabo Podinker, 1
Henry Gomez, 2
John Milo, 1
Wu Long Cheung, 1
Jan Meyer, 1
Shlomi Avraham, 1
Mervyn Johns, 3
Akemi Otani, 2
Otto Diamant, 4
Katherine Heigl, 10
Jody Abrahams, 1
Grayson Fricke, 1
Christopher Shaw, 1
Tony Carreon, 1
James 'Kimo' Wills, 2
Marissa Ribisi, 6
Nick Stabile, 2
John Eric Bentley, 5
Reyn Hubbard, 1
Ava Cadell, 3
Alfred De Contreras, 2
Mark Waters, 1
Peter Albin, 2
Sylvia Salvesen, 1
Jeff Tremaine, 2
Tom Heaton, 8
Shuri Matsuda, 2
Antoni Cornacchione, 1
Ethan Suplee, 22
Eric Young, 1
Jeremy Sinden, 1
Linnea Quigley, 5
Lindsay Thomas, 1
Eamonn Walker, 5
Antonio Solera, 1
Massimo Troisi, 2
Reed Buck, 1
Ted Travelstead, 1
Neill Gladwin, 1
Didrik Gustavsson, 1
Andy Bradford, 2
June Lion, 1
Anne Jacques, 1
Nina Morato, 1
Halliwell Hobbes, 10
André Pierre, 1
Adam Briscomb, 2
Michel Boisrond, 1
Maiko Kawakami, 1
Tina Menard, 2
Christian Aligny, 1
John Winston, 2
Nick Bon Tempi, 1
Jeffrey Knight, 1
Beverly Polcyn, 3
Chace Crawford, 3
Francis Compton, 1
Shawn Barron, 2
John Duda, 4
Mike Norris, 1
Benny Goodman, 1
Ulysses Lee, 6
Matt Holland, 2
Mhairi Morrison, 1
Claudia Luca, 1
Bobo Lewis, 4
Angus Lennie, 2
Coke Cain, 1
Loren Berman, 2
Robi Davidson, 2
Juliet Aubrey, 5
Juan Gabriel Yacuzzi, 1
Marie Gignac, 1
Chan Lee, 1
Rachel Hunter, 1
Emerson Gomes, 4
Bob Einstein, 1
Masi Oka, 4
Kevin Elster, 1
Maudelet Badia, 1
Michal Breitenwald, 2
Kulvinder Ghir, 3
Marguerite Moreau, 8
Foister Dickerson, 2
Victoria Evans, 2
Adam Donshik, 2
Elyssa Davalos, 2
Lucie Mannheim, 1
Ken Osmond, 2
Margot Keune, 1
Colin Jeavons, 3
Ruth Dardick, 1
Denise Dicandia, 1
Joanna Keyes, 1
Lobo Sebastian, 9
Yu Tokui, 2
Rex Downing, 2
Danny Niv, 1
Marjorie Lovett, 4
Lorraine Bracco, 16
Shelby Hoffman, 2
Ikio Sawamura, 2
Larry Gilman, 2
Salvator Xuereb, 2
Bill Gerber, 2
Joe H. Lamb, 2
Gema Zamprogna, 1
Joey Perillo, 1
Ben Wrigley, 2
Dorothy Martin, 2
Belarani Devi, 1
Motomu Kiyokawa, 2
Elephant Man, 1
John Ashker, 1
J. Trevor Edmond, 3
Maria Fabbri, 1
Lisa Glaser, 1
Roberto Escobar, 1
Scott Kraft, 4
Tim Loomis, 1
Hilary Reynolds, 2
George Robotham, 1
Luis Delgado, 1
David Ladd, 1
Hans-Jürgen Schatz, 1
Heartless, 1
Lawrence Koller, 1
Vibeke Hastrup, 1
Nella Walker, 5
John Devaney, 1
Ron Beattie, 1
Shirley Kwan, 2
Jeff Scrutton, 2
Didier Bénureau, 4
Edward Malin, 2
Byung-ho Son, 5
Laura Burkett, 1
Paul Reubens, 25
Jason Fitch, 4
Sydney Greenstreet, 2
Patrick Kennedy, 2
Dean Collins, 3
Angela Greene, 1
Sally Thomsett, 4
Andrea Rossi, 1
Lloyd Pace, 1
Pal, 2
Basil Hoffman, 11
Samuel Steward, 1
Marian Quinn, 2
Lajos Parti Nagy, 1
Tor Johnson, 3
David Swim, 1
Alessandro Di Chio, 1
T. Ryder Smith, 1
R. Rendi, 2
Amy Fuehrer, 1
Mats Rudal, 1
Colette Fleury, 1
Brian Steele, 6
Aaron Riber, 1
Jean-Marc Minéo, 1
K. Addison Young, 1
Liès Kidji, 1
Gregg Barton, 2
Graeme Kingston, 1
Jenn O'nofrio, 1
Ana Turturica, 1
Sully Diaz, 1
Simon James, 2
Ethel Smith, 1
Chloe Greenfield, 3
James Drury, 5
Patricia Medina, 2
Saffron Henderson, 3
Gwendolyn Bucci, 1
Yoosuk Kim, 1
Seamus Flavin, 1
Olivia Hack, 3
Ardy Brent Carlson, 1
Erica Torres, 1
Mido Hamada, 1
Justina Machado, 4
Gina Athans, 2
Pierre Banderet, 1
Knowl Johnson, 2
Bill Moseley, 9
Ken Dury, 1
Michael Starke, 2
Jacqueline Poelvoorde-Pappaert, 1
Matthew Betz, 3
Marty Terry, 1
Raymond Bailey, 9
Hoyatala Hakimi, 1
Kelly McGillis, 13
Albert Dupontel, 3
Sharon Hays, 1
Barry Nolan, 2
James Welsh, 2
Florence Loiret Caille, 4
Martin Rosenblatt, 2
Marc Barbé, 1
Goundo Goumane, 1
Anna-Louise Plowman, 2
Anna Panayotova, 1
Lucille Saint-Peter, 1
Tomoo Asada, 1
Andrew Woodworth, 1
Alan Pottinger, 4
Jacobo Arbenz, 2
Wayne Federman, 5
David A. Cox, 1
Guillermo Arriaga, 1
Joseph Rice, 1
Scott Bairstow, 6
Julianne Moore, 52
Maurice O'Neal, 1
Ulf-Jürgen Wagner, 1
Radoslaw Kaim, 1
Doug Rand, 3
Frank Hayden, 1
Darren Tighe, 1
Gaël Morel, 1
Jade Go, 2
Morgan Watkins, 1
Mohammed Ashiq, 1
Ray Wise, 17
Paul Vogt, 1
Graham Brown, 2
Esther Rolle, 8
Rick McDowell, 1
John McGiver, 8
Tom Cavanagh, 3
Vic Mignogna, 1
Louis Farrakhan, 1
John Printz, 1
Dennis Thompson, 1
Jack Lester, 4
Billy Curtis, 4
Gerald Hamer, 1
Susan Engel, 1
Sharon Gee, 1
Rade Serbedzija, 21
Josh Pais, 15
Robert V. Barron, 1
Edward McNamara, 1
Geraldine Sherman, 1
Joseph Buloff, 2
Melissa Hayden, 1
Jack Davidson, 3
Peter Dennett, 2
Jerzy Borowczak, 1
Michael H. Moss, 1
Bengt C.W. Carlsson, 4
Guillermo Díaz, 10
Cullen G. Chambers, 2
Lucy Lancy, 1
Rasmane Ouedraogo, 2
Nicky Naudé, 5
Thomas Kopache, 9
Melissa Sue Anderson, 1
John McDermott, 2
Dominic Maldonado, 1
Paul Valentine, 1
Jan Dyck, 1
Eleanor McLynn, 1
Brian Wesley Thomas, 1
Helena Gloag, 1
Ka-hyeon Jang, 1
Douglas Fowley, 4
Janet Agren, 4
Tiffany Bolling, 2
Luciano Pavarotti, 1
Ella Doyle, 2
Dirk Sanders, 1
Helge Sveen, 1
Axel Bogousslavsky, 1
Dorothy Green, 1
Peggy Rea, 3
Alain Eloy, 2
Derek Newark, 1
Robert Gleckler, 1
Rhonda Le, 1
Markie Post, 1
Aaron Frisch, 1
Joan Crawford, 9
Elaina Merkey, 1
Josep Maria Flotats, 1
Fiorenzo Serra, 1
Mayumi Iizuka, 2
Chris Pratt, 2
Marilyn White, 1
Karolina Twardowska, 1
Tony Fish, 2
Lily Tomlin, 22
Petra Spalková, 2
Roger Moore, 21
Patricia Ciccoritti, 1
Richard Chamberlain, 16
Carmine Recano, 1
Llane Fragoso, 1
Adam Rayner, 1
Shondalin, 1
Blanchard Ryan, 1
Smilja Mihailovitch, 2
Meg Wyllie, 1
Thérèse Brunnander, 1
Vernon Grote, 2
Paul Bowles, 2
Greg Ellwand, 1
Alena Murray, 1
Ian Hutton, 1
Alicia Alonzo, 1
James Ryland, 2
Elliot Kriss, 2
Shotaro Morikubo, 1
Kurt Wagner, 1
Stephen Forsyth, 1
Shih Chang, 1
Chris Bearne, 1
Caroline Kava, 5
T.K. Lama, 2
Amethyste Frezignac, 1
Emlyn Williams, 2
Orangey, 1
Josh Gad, 1
Ella Jones, 1
Daniel Bosch, 1
Leslie French, 1
Duncan Gamble, 1
Marnie Mosiman, 1
Sverre Anker Ousdal, 2
Mario Pardi, 1
Danny Blackner, 4
Fulton Mackay, 4
Kathy Staff, 2
Anne-Sophie Morillon, 1
Scott N. Stevens, 5
Mary Wickliffe, 1
Jüri Järvet, 1
Ross Colvin Turnbull, 2
Jamau, 1
Pío Leyva, 1
Kerstin Tidelius, 2
Christianne Hirt, 2
Joseph McKelheer, 1
Heinz Emigholz, 2
Hans-Uwe Bauer, 2
Leif Forstenberg, 1
Esmond Knight, 7
Jim Agnew, 1
Mae Mercer, 3
Peter Franzén, 1
Timmy Prairie, 1
Kimberly Campbell, 3
Loring Smith, 2
Brigitte Saar, 1
Steve Whittaker, 1
Kostas Kleftogiannis, 1
Dale Godboldo, 3
Rubén González, 1
Isabel Lucas, 3
Robert Chytil, 1
Daniel Bednar, 1
Monica Calhoun, 2
Bill Ellis, 1
Marco Stefanelli, 1
J.J. Barry, 1
Robert Moberly, 1
Camille Natta, 1
Luis Ciges, 1
Rafael Campos, 3
Josh Becker, 2
Greipur Gíslason, 1
Michael Delano, 4
Dinah Stabb, 2
Allan Graf, 4
Robert Stanton, 9
Stu Nahan, 4
Helmut Bakaitis, 6
Warren Robertson, 1
K.C. Collins, 5
MyAnna Buring, 1
Bill Pirman, 1
René Simard, 1
David Hallyday, 1
Marcus Thomas, 3
Mark Griffin, 2
Gabriel Monnet, 2
Sam Melville, 1
Gage Clarke, 1
Qingzhuo Fang, 1
Chôjûrô Kawarasaki, 1
Sabine Karsenti, 3
Valerie Braddell, 1
Jany Mourey, 1
Piero Vida, 4
J. Stephen Peace, 3
Timothy Landfield, 3
Dee Wallace, 17
Lorraine Nicholson, 1
Tim Pigott-Smith, 17
Fred Savage, 11
Jesse Moss, 4
Ho Chow, 2
John Kellogg, 3
Karmin Murcelo, 2
Yû Fujiki, 3
Julia Stone, 2
Takayuki Katô, 1
Geoff Brooks, 1
Tatsuya Nakadai, 8
Arnold H. Clark, 1
Daniel Betances, 1
Giovanni Ribisi, 24
Taylor Lautner, 4
Allie Woods Jr., 1
Naomie Harris, 14
Leonel Valdés, 1
Jacques Derrida, 1
Brian Linds, 1
Anne Haney, 13
Naushad, 1
Jordin Sparks, 1
Péter Vallai, 1
Margot Rose, 4
Len Jones, 2
Monica Rivas, 1
Parvaneh Ghalandari, 1
Alex Havier, 1
Cisse Cameron, 2
Jimmy Fame, 1
Terri Laird, 1
Socorra Mora, 1
Mabel Albertson, 5
Haley Aull, 1
Jack Johnson, 2
Elena Lyons, 2
Don Calfa, 13
Nudhapol Asavabhakhin, 1
Alex Seitz, 1
Courtney White, 2
John C. Becher, 5
Zachary Gordon, 2
Joseph Leon, 3
Jullan Kindahl, 2
Lynn Storey, 3
Brice Martin, 1
Lorin Heath, 2
Peter Connell, 1
Marshall Bigtower, 1
Harry James, 1
Luciana Valério, 1
Sage Kirkpatrick, 2
Gregg Sulkin, 1
Jase Blankfort, 1
George Woodard, 2
Gaetano Bruno, 1
Sandra Reinton, 2
Josie Smith, 4
Shirley Henderson, 7
Alphonso McAuley, 3
Carmen Correa, 1
Christine Hatfull, 1
Percy Helton, 2
Amelia Clarkson, 4
Eddie Marsan, 17
Ulrich Matthes, 2
Catherine Taber, 1
Leigh Kelly, 1
Jacqueline Malouf, 1
Philippe Zone, 1
Will Arnett, 16
Ikay Romay, 1
Christian LeBlanc, 1
Joe Edley, 1
Joshua Schaefer, 1
Kevin Mukherji, 1
Tommy Dysart, 1
Ann Sears, 3
Tuva Novotny, 1
Kevin James Kelly, 1
Candice Roman, 1
Béatrice Altariba, 1
Mary Tyler Moore, 11
Charles Grant, 3
Naomi Armstrong, 1
Hikmet Çelik, 1
Peter F. Hopkins, 1
Rebecca Clemons, 2
Mahir Imamovic, 1
Chuck Aber, 1
Martin O'Neill, 1
Wolfgang Müller, 1
Paul Livingston, 7
Luke Brown, 1
Victor Garrivier, 3
Kenneth Hunter, 2
Tom Neal, 3
Giulietta Masina, 3
Chief Officer Carre, 1
Dakota Blue Richards, 1
Alfredo DeSoto, 1
Ryuichi Horibe, 1
Kerry Shale, 5
Alejandro Usigli, 2
Rio Alexander, 5
Dino Narizzano, 1
Natalia Bizzi, 1
Analeigh Tipton, 1
JB Blanc, 3
Luigi Mezzanotte, 1
Charles Shaughnessy, 1
Francis Carlyle, 1
Stephen Rappaport, 1
Hervé Livet, 1
Elizabeth Bradley, 2
Boban Janevski, 2
Moni Moshonov, 3
Doug Murray, 1
Poindexter Yothers, 1
Jake T. Austin, 1
Dipti Suthar, 1
Fay Helm, 1
Kristine DeBell, 1
Julia Montgomery, 2
Raymond Aquaviva, 1
Max Piersig, 1
Edward James Olmos, 18
Rawle D. Lewis, 2
Ray Hassett, 1
Anthony Brophy, 3
Sally Anne Newton, 2
Juliet Mills, 3
Emma Randall, 1
Johnny Meres, 1
John Tench, 3
Madeleine Garcia, 1
José Sefami, 1
Caroline Leuchter, 1
Richard Bright, 27
Terry McIlvain, 2
Bob Carter, 1
Pieter Lutz, 1
Catherine Therouenne, 1
Philip King, 2
Niles McMaster, 2
Howard Napper, 2
Brian Oulton, 1
Nicole Richie, 1
David Artus, 1
Robert Cain, 1
Lois De Banzie, 4
Eric Robert Louzil, 1
Melinda Chilton, 1
José López Rodero, 4
Ken Leung, 18
Bob Robideau, 1
Kara Hoffman, 2
Anthony Clark, 2
Country Joe McDonald, 2
Patrick Cameron, 2
Robert Cait, 4
Ryô, 3
Zdenek Kozák, 1
Rik Battaglia, 3
Rosario Blefari, 1
Haydée Politoff, 1
Jean-Baptiste Malartre, 4
Wolfgang Steinberg, 1
Courtney Dale, 1
Helena Boobleswang, 1
Said Zakir, 1
Robin Riley, 1
Antônio Rodi, 1
Rita Di Lernia, 1
Oliver Robins, 5
Ed Gorman, 1
Bakary Sangaré, 1
Hie-sun Park, 1
Jose Sithole, 1
Bart Burns, 2
Claude Davy, 1
David Tress, 2
Tania Cruz, 2
Slawomir Lindner, 1
Traci Lind, 4
Mick Partridge, 1
Fitz Houston, 1
Kristen Dalton, 1
Brian Shen, 1
Andrei Finti, 1
Jan Norris, 1
Danny Mills, 2
Danika La Loggia, 1
Angela Alvarado, 5
Rita Hines, 1
Gérard Tichy, 2
Shelley Borkum, 1
Ron White, 9
Imelda Corcoran, 1
Sándor Suka, 1
Pierre Rafini, 1
Cameron Richardson, 3
Amber Madison, 1
Lhakpa Tsamchoe, 3
Karin Niwiger, 3
David Sparrow, 1
James Van Evers, 2
Lauri Johnson, 4
Louis Tripp, 1
Lance Kerwin, 2
Will Jordan, 1
Aron Sipos, 1
Trevor Black, 2
Michael Smiley, 2
Matthew McGrory, 6
Anton Alexander, 1
Jaro, 1
Thelma Leeds, 1
Herent Akdemir, 2
James Gibson, 1
Sandrine Holt, 7
In-sook Choi, 2
Michael Ecker, 1
Chris Turner, 4
Robert Clark, 1
Sessue Hayakawa, 6
Gerry Robert Byrne, 4
Maria Schrader, 2
Mike Ippoliti, 1
Paul E. Burns, 1
Willy Vandenbroeck, 1
Marsha Fitzalan, 3
Zoë Wanamaker, 2
Sarah-Jane Potts, 2
Sasha Craig, 1
Stormy Meadows, 1
Jack Brami, 1
Andy Linden, 5
Rodger Barton, 1
Irving Selbst, 3
In-hye Lee, 1
Carlo Kureishi, 1
Mickey Cottrell, 8
Elza Lezhdey, 1
Joyce Ebert, 1
Beverly Bonner, 2
Axel Strøbye, 1
Darwyn Carson, 2
Alex Harvey, 3
Edna Skinner, 1
Leslie Stevens, 1
Rick D. Wasserman, 1
Robert Russell, 1
Fernand Ledoux, 2
Edie McClurg, 31
Nikola Janic, 1
Eleanor Stillman, 1
Engin Günaydin, 1
Amanda Gray, 1
Mary Margaret Lewis, 1
Don Byron, 1
Jens Harzer, 1
Dmitri S. Boudrine, 2
Robin Blazak, 1
Coluche, 1
Heinrich Herki, 1
Vasiliy Mishchenko, 1
Britta Smith, 8
Fabian Marnette, 1
Naum Rogozhin, 1
Erika Blanc, 1
Yuri Borionko, 1
Tom Busby, 1
Chris Sadrinna, 1
Vicki Browne, 1
Michelle Sylvester, 1
Helen Jordan, 1
Jerry Adler, 4
Massimo Pietrobon, 1
William deVry, 1
Anna Borkowska, 1
Osa Massen, 2
Stephen Spinella, 6
Carlos Mencia, 3
Janet Landgard, 1
Denice Hicks, 1
Maz Jobrani, 3
Gary Cockrell, 3
Susan Bugg, 3
Dana Plato, 1
Ion Haiduc, 2
Sarah Lafleur, 2
Wayne Doba, 1
Brian Warren, 1
María Cami, 2
Dieter Schidor, 3
B. Constance Barry, 1
Devin Matthews, 1
Mike Gifford, 1
Michael Rizzo, 1
Paul Lambert, 1
Sharon Bernbaum, 1
Cristina Ciofu, 1
Phil Colby, 2
Jenna Dewan-Tatum, 2
Yoshio Kosugi, 1
Orla Brady, 1
Austin Green, 1
Lynn Carey, 1
Melissa DiMarco, 1
Inger Lorre, 1
Nicola Reynolds, 1
Big Daddy Wayne, 2
Tim Devitt, 1
Georges Benoît, 1
Red Mitchell, 1
Cathy Meils, 2
Stephen Hancock, 1
Hassan Farhat, 1
Francis X. Bushman, 3
Robert Greenberg, 1
Robert Alderette, 1
Cory Buck, 4
Pemon Rami, 1
Don Strickland, 1
Stanley Brock, 12
Sonje Fortag, 1
Gloria Irizarry, 2
Aliza Gur, 1
Britt-Marie Aruhn, 1
An Jo, 3
Glen Eaton, 3
Jonathan Chase, 1
George Chakiris, 4
Sharon Brandon, 1
Martin Neil, 1
Dusty Maxwell, 1
Joe Goodrich, 1
Susan Quinn, 1
Seung-ho Park, 1
Steven Rathman, 2
Tom Kouchalakos, 1
Marian Spencer, 1
David Wagner, 1
Betty Morrissey, 1
James R. Wilson, 2
Felice Andreasi, 1
Cameron Arnett, 2
Martina Gedeck, 4
Michelle Davison, 2
Fernando Alves Pinto, 1
Karl Pilkington, 1
Tina Lukowitz, 1
Hye-na Kim, 1
Cal Bellini, 3
Adoni Maropis, 6
Ian Hanmore, 3
Diane Clare, 3
Michael Hatt, 2
David Darlow, 3
Kristina Coggins, 1
Gabriella Joy Smart, 1
Harry Lennix, 11
Jason Edwards, 2
Kad Merad, 1
Mary Young, 1
Toni Cecchinato, 3
Linh Dan Pham, 1
Samantha Langevin, 2
Gabriel Millman, 3
Robyn Douglass, 3
Ann Selepegno, 2
Sandy Johnson, 1
Paul Dooley, 28
Ellia Thompson, 2
Lawrence Wolf, 1
Wim Sonneveld, 1
Gerard Damiano, 2
Gail Cronauer, 4
